token	model	status	DS	success	RC_pct	penalty	termination	term_frame	detail	frames	warmup	off_route_pct	coll_vehicle	coll_ped	coll_layout	red_light	comfort	route_completion	epdms	no_at_fault_collisions	drivable_area_compliance	driving_direction_compliance	traffic_light_compliance	time_to_collision_within_bound	lane_keeping	history_comfort	extended_comfort	ego_progress	collision_count	avg_speed
0a51eb8adf8e5391	drivor_action_best_before	scored	30.21	0	32.84	0.919949	contact_not_at_fault	103	rear_end with c614f0a08c235bed	104	8	8.005	0	0	0	0	0.0	42.3225	0.7276	0.9896	0.9479	1.0	1.0	0.8021	0.5625	0.75	0.2917	0.324	1.0	4.0837
0a51eb8adf8e5391	drivor_action_best_after	scored	100.0	1	100.0	1.0	goal_reached	210	goal region entered	211	8	0.0	0	0	0	0	0.5	127.6088	0.8222	1.0	1.0	1.0	1.0	1.0	0.7044	0.6502	0.2709	1.0	0.0	6.0548
0a51eebaccc95c36	drivor_action_best_before	scored	100.0	1	100.0	1.0	goal_reached	172	goal region entered	173	20	0.0	0	0	0	0	1.0	57.5694	0.8379	1.0	1.0	1.0	1.0	1.0	0.6013	0.8235	0.4444	1.0	0.0	3.3459
0a51eebaccc95c36	drivor_action_best_after	scored	100.0	1	100.0	1.0	goal_reached	175	goal region entered	176	20	0.0	0	0	0	0	0.5714	57.9814	0.8426	1.0	1.0	1.0	1.0	1.0	0.6474	0.8462	0.4808	1.0	0.0	3.3123
0af464147919575d	drivor_action_best_before	scored	24.791	0	25.65	0.966576	off_drivable	103	off drivable for 0.5 s through frame 103	104	20	3.342	0	0	0	0	0.75	42.0795	0.8218	1.0	0.9405	1.0	1.0	1.0	1.0	0.7381	0.3333	0.2518	0.0	4.0461
0af464147919575d	drivor_action_best_after	scored	24.549	0	25.65	0.957142	off_drivable	102	off drivable for 0.5 s through frame 102	103	20	4.286	0	0	0	0	0.5	42.5877	0.8186	1.0	0.9398	1.0	1.0	1.0	1.0	0.7108	0.3012	0.2518	0.0	4.1348
0b1250020ea95539	drivor_action_best_before	scored	100.0	1	100.0	1.0	goal_reached	190	goal region entered	191	20	0.0	0	0	0	0	0.25	83.9921	0.789	1.0	1.0	1.0	1.0	1.0	0.5789	0.7544	0.3158	1.0	0.0	4.4393
0b1250020ea95539	drivor_action_best_after	scored	100.0	1	100.0	1.0	goal_reached	197	goal region entered	198	20	0.0	0	0	0	0	0.5	83.1001	0.7839	1.0	1.0	1.0	1.0	1.0	0.5618	0.7584	0.3202	1.0	0.0	4.2373
0b12ac5676875ade	drivor_action_best_before	scored	100.0	1	100.0	1.0	goal_reached	297	goal region entered	298	20	0.0	0	0	0	0	0.0769	123.6826	0.7843	1.0	1.0	1.0	1.0	1.0	1.0	0.6763	0.205	1.0	0.0	4.1845
0b12ac5676875ade	drivor_action_best_after	scored	100.0	1	100.0	1.0	goal_reached	292	goal region entered	293	20	0.0	0	0	0	0	0.3077	123.5198	0.7907	1.0	1.0	1.0	1.0	1.0	1.0	0.6996	0.2418	1.0	0.0	4.2503
0b1a626ef31150b3	drivor_action_best_before	scored	100.0	1	100.0	1.0	goal_reached	318	goal region entered	319	20	0.0	0	0	0	0	0.1429	128.4769	0.7853	1.0	1.0	1.0	1.0	1.0	0.505	0.709	0.3278	1.0	0.0	4.0275
0b1a626ef31150b3	drivor_action_best_after	scored	100.0	1	100.0	1.0	goal_reached	325	goal region entered	326	20	0.0	0	0	0	0	0.1333	128.5538	0.7908	1.0	1.0	1.0	1.0	1.0	0.5425	0.7157	0.3301	1.0	0.0	3.9434
0ba54149d1575f95	drivor_action_best_before	scored	100.0	1	100.0	1.0	goal_reached	248	goal region entered	249	20	0.0	0	0	0	0	0.1818	133.2705	0.7467	1.0	1.0	1.0	1.0	1.0	0.2838	0.655	0.2183	1.0	0.0	5.3529
0ba54149d1575f95	drivor_action_best_after	scored	100.0	1	100.0	1.0	goal_reached	271	goal region entered	272	20	0.0	0	0	0	0	0.0833	133.1181	0.779	1.0	1.0	1.0	1.0	1.0	0.631	0.6587	0.2341	1.0	0.0	4.8947
0bcae698fd905226	drivor_action_best_before	scored	79.895	0	80.84	0.988311	off_drivable	226	off drivable for 0.5 s through frame 226	227	20	1.169	0	0	0	0	0.1	56.3147	0.8217	1.0	0.9758	1.0	1.0	1.0	0.8116	0.7343	0.2899	0.7997	0.0	2.4809
0bcae698fd905226	drivor_action_best_after	scored	79.774	0	79.77	1.0	off_drivable	202	off drivable for 0.5 s through frame 202	203	20	0.0	0	0	0	0	0.2222	54.2841	0.8174	1.0	0.9672	1.0	1.0	1.0	0.918	0.6776	0.235	0.7888	0.0	2.6742
0c49c66ca32551c2	drivor_action_best_before	scored	100.0	1	100.0	1.0	goal_reached	317	goal region entered	318	20	0.0	0	0	0	0	0.2857	138.0256	0.7301	1.0	1.0	1.0	1.0	0.9765	0.943	0.7282	0.2852	1.0	0.0	4.3539
0c49c66ca32551c2	drivor_action_best_after	scored	100.0	1	100.0	1.0	goal_reached	349	goal region entered	350	20	0.0	0	0	0	0	0.375	138.2755	0.7418	1.0	1.0	1.0	1.0	0.9818	0.9727	0.7091	0.3061	1.0	0.0	3.963
0ce170237acd51c2	drivor_action_best_before	scored	100.0	1	100.0	1.0	goal_reached	332	goal region entered	333	20	0.0	0	0	0	0	0.1333	231.2714	0.7439	1.0	1.0	1.0	1.0	1.0	0.623	0.6997	0.2907	1.0	0.0	6.9864
0ce170237acd51c2	drivor_action_best_after	scored	100.0	1	100.0	1.0	goal_reached	351	goal region entered	352	20	0.0	0	0	0	0	0.25	230.7712	0.7602	1.0	1.0	1.0	1.0	1.0	0.75	0.7349	0.2892	1.0	0.0	6.5951
0d07429bb7205688	drivor_action_best_before	scored	100.0	1	100.0	1.0	goal_reached	347	goal region entered	348	20	0.0	0	0	0	0	0.375	105.473	0.6655	1.0	1.0	1.0	1.0	0.9482	0.0701	0.7744	0.3659	1.0	0.0	3.0565
0d07429bb7205688	drivor_action_best_after	scored	100.0	1	100.0	1.0	goal_reached	324	goal region entered	325	20	0.0	0	0	0	0	0.3333	105.3997	0.6448	1.0	1.0	1.0	1.0	0.918	0.0754	0.7311	0.3148	1.0	0.0	3.2705
0d2403a8031f540c	drivor_action_best_before	scored	100.0	1	100.0	1.0	goal_reached	127	goal region entered	128	20	0.0	0	0	0	0	0.8	34.741	0.8371	1.0	1.0	1.0	1.0	1.0	0.8333	0.9352	0.5185	1.0	0.0	2.7323
0d2403a8031f540c	drivor_action_best_after	scored	100.0	1	100.0	1.0	goal_reached	125	goal region entered	126	20	0.0	0	0	0	0	0.8	35.0264	0.8177	1.0	1.0	1.0	1.0	1.0	0.8019	0.8585	0.4245	1.0	0.0	2.7983
0d5b8da00d505be0	drivor_action_best_before	scored	100.0	1	100.0	1.0	goal_reached	369	goal region entered	370	20	0.0	0	0	0	0	0.1765	228.2273	0.6942	1.0	1.0	1.0	1.0	1.0	0.5914	0.6029	0.2857	1.0	0.0	6.1951
0d5b8da00d505be0	drivor_action_best_after	scored	100.0	1	100.0	1.0	goal_reached	381	goal region entered	382	20	0.0	0	0	0	0	0.1667	227.8081	0.7	1.0	1.0	1.0	1.0	1.0	0.6436	0.5801	0.2459	1.0	0.0	5.9895
0dd23f4ea286544f	drivor_action_best_before	scored	57.779	0	96.3	0.6	contact_at_fault	330	front with a0c77662b4df53c5	331	20	0.0	1	0	0	0	0.2667	97.6135	0.7929	0.9968	1.0	1.0	1.0	0.9582	0.9839	0.6559	0.2219	0.9626	1.0	2.949
0dd23f4ea286544f	drivor_action_best_after	scored	70.561	0	72.59	0.972021	off_drivable	256	off drivable for 0.5 s through frame 256	257	20	2.798	0	0	0	0	0.0909	70.273	0.7626	1.0	0.9789	1.0	1.0	1.0	0.9705	0.692	0.2827	0.7253	0.0	2.7344
0dd3256035e75770	drivor_action_best_before	scored	9.782	0	16.3	0.6	contact_at_fault	50	front with navsafe_oncoming_vehicle	51	8	0.0	1	0	0	0	0.0	16.1807	0.7773	0.9767	1.0	1.0	1.0	0.7442	1.0	0.6977	0.2791	0.1431	1.0	3.237
0dd3256035e75770	drivor_action_best_after	scored	8.507	0	14.18	0.6	contact_at_fault	52	front with navsafe_oncoming_vehicle	53	8	0.0	1	0	0	0	0.0	14.6085	0.7997	0.9778	1.0	1.0	1.0	0.7778	1.0	0.8	0.2889	0.1214	1.0	2.8182
0e272e003af65a71	drivor_action_best_before	scored	38.625	0	64.38	0.6	contact_at_fault	96	front with 091c0ee77bc55cd6	97	20	0.0	1	0	0	0	1.0	12.8777	0.7564	0.987	1.0	1.0	1.0	0.8961	1.0	0.8442	0.4545	0.5135	1.0	1.3463
0e272e003af65a71	drivor_action_best_after	scored	38.625	0	64.38	0.6	contact_at_fault	91	front with 091c0ee77bc55cd6	92	20	0.0	1	0	0	0	0.6667	12.915	0.7599	0.9861	1.0	1.0	1.0	0.8472	1.0	0.9028	0.5	0.5135	1.0	1.4235
0e6cae45fdd5536b	drivor_action_best_before	scored	100.0	1	100.0	1.0	goal_reached	207	goal region entered	208	20	0.0	0	0	0	0	0.2222	72.1354	0.7872	1.0	1.0	1.0	1.0	1.0	0.3989	0.7074	0.2606	1.0	0.0	3.4691
0e6cae45fdd5536b	drivor_action_best_after	scored	100.0	1	100.0	1.0	goal_reached	380	goal region entered	381	20	0.0	0	0	0	0	0.3333	73.6897	0.8105	1.0	1.0	1.0	1.0	1.0	0.759	0.651	0.1884	1.0	0.0	1.9347
0ebb578555b25ab2	drivor_action_best_before	scored	99.987	0	100.0	0.99987	goal_reached	309	goal region entered	310	8	0.013	0	0	0	0	0.2667	134.9201	0.7667	1.0	0.9967	1.0	1.0	1.0	0.7517	0.7219	0.2583	1.0	0.0	4.3855
0ebb578555b25ab2	drivor_action_best_after	scored	100.0	1	100.0	1.0	goal_reached	271	goal region entered	272	8	0.0	0	0	0	0	0.3846	133.4723	0.7958	1.0	1.0	1.0	1.0	1.0	0.9167	0.7424	0.2652	1.0	0.0	4.9449
0eeeee655d415970	drivor_action_best_before	scored	100.0	1	100.0	1.0	goal_reached	285	goal region entered	286	20	0.0	0	0	0	0	0.3846	70.5493	0.7997	1.0	1.0	1.0	1.0	1.0	0.782	0.8008	0.3797	1.0	0.0	2.4691
0eeeee655d415970	drivor_action_best_after	scored	13.862	0	23.1	0.6	contact_at_fault	73	front with 414d3e20d00655aa	74	20	0.0	1	0	0	0	0.5	17.4513	0.7165	0.9815	1.0	1.0	1.0	0.9074	1.0	0.8519	0.2963	0.1776	1.0	2.3675
0f622aef14545f59	drivor_action_best_before	scored	100.0	1	100.0	1.0	goal_reached	324	goal region entered	325	20	0.0	0	0	0	0	0.0667	109.976	0.7177	1.0	1.0	1.0	1.0	1.0	0.4623	0.7115	0.2852	1.0	0.0	3.4046
0f622aef14545f59	drivor_action_best_after	scored	100.0	1	100.0	1.0	goal_reached	328	goal region entered	329	20	0.0	0	0	0	0	0.0	110.0545	0.7102	1.0	1.0	1.0	1.0	1.0	0.4498	0.6861	0.2298	1.0	0.0	3.3656
0fa9a7f8b7235bfd	drivor_action_best_before	scored	100.0	1	100.0	1.0	goal_reached	115	goal region entered	116	20	0.0	0	0	0	0	0.25	34.4122	0.8893	1.0	1.0	1.0	1.0	1.0	0.8958	0.7604	0.4583	1.0	0.0	2.9738
0fa9a7f8b7235bfd	drivor_action_best_after	scored	100.0	1	100.0	1.0	goal_reached	112	goal region entered	113	20	0.0	0	0	0	0	0.25	34.526	0.8871	1.0	1.0	1.0	1.0	1.0	0.9462	0.7527	0.3978	1.0	0.0	3.0628
107a64d478fa508f	drivor_action_best_before	scored	100.0	1	100.0	1.0	goal_reached	210	goal region entered	211	20	0.0	0	0	0	0	0.3333	51.8756	0.7517	1.0	1.0	1.0	1.0	1.0	0.623	0.7696	0.3665	1.0	0.0	2.4795
107a64d478fa508f	drivor_action_best_after	scored	100.0	1	100.0	1.0	goal_reached	211	goal region entered	212	20	0.0	0	0	0	0	0.2222	51.7009	0.7575	1.0	1.0	1.0	1.0	1.0	0.625	0.7969	0.3906	1.0	0.0	2.4596
10cfd645bb645e2e	drivor_action_best_before	scored	100.0	1	100.0	1.0	goal_reached	148	goal region entered	149	20	0.0	0	0	0	0	1.0	37.2021	0.9201	1.0	1.0	1.0	1.0	1.0	1.0	0.8527	0.5116	1.0	0.0	2.5119
10cfd645bb645e2e	drivor_action_best_after	scored	100.0	1	100.0	1.0	goal_reached	145	goal region entered	146	20	0.0	0	0	0	0	0.6667	36.8069	0.9182	1.0	1.0	1.0	1.0	1.0	0.9841	0.8571	0.5079	1.0	0.0	2.5364
112db94505025ec5	drivor_action_best_before	scored	82.972	0	84.09	0.986695	off_drivable	414	off drivable for 0.5 s through frame 414	415	8	1.331	0	0	0	0	0.0	159.5561	0.7159	1.0	0.9877	1.0	1.0	1.0	0.7273	0.6806	0.285	0.825	0.0	3.8691
112db94505025ec5	drivor_action_best_after	scored	100.0	1	100.0	1.0	goal_reached	354	goal region entered	355	8	0.0	0	0	0	0	0.1176	146.2841	0.7152	1.0	1.0	1.0	1.0	1.0	0.8156	0.6571	0.1816	1.0	0.0	4.1492
131a036a111e54f3	drivor_action_best_before	scored	7.016	0	16.71	0.42	contact_at_fault	79	front with navsafe_blocker_1	80	8	0.0	1	0	0	1	0.0	22.4165	0.7803	0.9861	1.0	1.0	0.9861	0.7778	0.9583	0.5556	0.4167	0.1671	1.0	2.8021
131a036a111e54f3	drivor_action_best_after	scored	7.016	0	16.71	0.42	contact_at_fault	77	front with navsafe_blocker_1	78	8	0.0	1	0	0	1	0.0	22.4061	0.8277	0.9857	1.0	1.0	0.9857	0.8857	1.0	0.5857	0.4571	0.1671	1.0	2.8726
132307b3c1a55f97	drivor_action_best_before	scored	12.438	0	24.88	0.5	contact_at_fault	71	vru with navsafe_ped_1	72	8	0.0	0	1	0	0	0.6667	34.1744	0.7341	0.9844	1.0	1.0	1.0	0.8438	0.6094	0.6562	0.3281	0.2322	1.0	4.7849
132307b3c1a55f97	drivor_action_best_after	scored	11.544	0	23.09	0.5	contact_at_fault	86	vru with navsafe_robot_2	87	8	0.0	0	1	0	0	0.0	31.3563	0.6793	0.9873	1.0	1.0	1.0	0.8861	0.2405	0.5823	0.3544	0.214	1.0	3.636
13805e7752fe5685	drivor_action_best_before	scored	100.0	1	100.0	1.0	goal_reached	400	goal region entered	401	8	0.0	0	0	0	0	0.1053	191.3636	0.738	1.0	1.0	1.0	1.0	1.0	0.6997	0.6768	0.285	1.0	0.0	4.7854
13805e7752fe5685	drivor_action_best_after	scored	100.0	1	100.0	1.0	goal_reached	410	goal region entered	411	8	0.0	0	0	0	0	0.05	191.0336	0.7334	1.0	1.0	1.0	1.0	1.0	0.7543	0.6799	0.2457	1.0	0.0	4.661
13bb7469606159e9	drivor_action_best_before	scored	100.0	1	100.0	1.0	goal_reached	284	goal region entered	285	20	0.0	0	0	0	0	0.0	122.2654	0.7178	1.0	1.0	1.0	1.0	1.0	0.7774	0.6113	0.3094	1.0	0.0	4.3193
13bb7469606159e9	drivor_action_best_after	scored	100.0	1	100.0	1.0	goal_reached	269	goal region entered	270	20	0.0	0	0	0	0	0.1667	122.5007	0.6993	1.0	1.0	1.0	1.0	1.0	0.584	0.608	0.276	1.0	0.0	4.568
13c555e68671524f	drivor_action_best_before	scored	100.0	1	100.0	1.0	goal_reached	188	goal region entered	189	8	0.0	0	0	0	0	0.1111	90.7655	0.8538	1.0	1.0	1.0	1.0	1.0	0.9061	0.674	0.2597	1.0	0.0	4.8154
13c555e68671524f	drivor_action_best_after	scored	100.0	1	100.0	1.0	goal_reached	177	goal region entered	178	8	0.0	0	0	0	0	0.125	88.9604	0.8474	1.0	1.0	1.0	1.0	1.0	0.8529	0.6882	0.2471	1.0	0.0	5.0116
14c0a657ac3e5bb7	drivor_action_best_before	scored	100.0	1	100.0	1.0	goal_reached	255	goal region entered	256	8	0.0	0	0	0	0	0.25	100.4789	0.7536	1.0	1.0	1.0	1.0	1.0	0.3629	0.7339	0.3145	1.0	0.0	3.9407
14c0a657ac3e5bb7	drivor_action_best_after	scored	100.0	1	100.0	1.0	goal_reached	246	goal region entered	247	8	0.0	0	0	0	0	0.5455	99.91	0.7698	1.0	1.0	1.0	1.0	1.0	0.3891	0.7573	0.3431	1.0	0.0	4.0612
14d171fcb9295596	drivor_action_best_before	scored	38.361	0	38.36	1.0	contact_not_at_fault	141	vru with d52b0ae538b256d0	142	20	0.0	0	0	0	0	0.1667	30.7284	0.7887	1.0	1.0	1.0	1.0	0.9672	1.0	0.6639	0.3361	0.3762	1.0	2.1648
14d171fcb9295596	drivor_action_best_after	scored	31.553	0	31.55	1.0	contact_not_at_fault	137	vru with d52b0ae538b256d0	138	20	0.0	0	0	0	0	0.4	25.4498	0.7517	1.0	1.0	1.0	1.0	0.9322	0.9576	0.7119	0.3644	0.3074	1.0	1.8451
14d53f85ccc65f23	drivor_action_best_before	scored	100.0	1	100.0	1.0	goal_reached	269	goal region entered	270	20	0.0	0	0	0	0	0.1667	109.2486	0.7504	1.0	1.0	1.0	1.0	0.956	0.588	0.736	0.24	1.0	0.0	4.0727
14d53f85ccc65f23	drivor_action_best_after	scored	26.04	0	43.4	0.6	contact_at_fault	75	front with 97e8bd837e4c5013	76	20	0.0	1	0	0	0	1.0	47.9679	0.7763	0.9821	1.0	1.0	1.0	0.7857	1.0	0.75	0.3214	0.3465	1.0	6.4055
14fe69db03425780	drivor_action_best_before	scored	50.048	0	50.05	1.0	deadlock	251	< 0.1 m/s for 5 s	383	20	0.0	0	0	0	0	0.4545	14.7364	0.6937	1.0	1.0	1.0	1.0	1.0	0.9174	0.73	0.1515	0.3897	0.0	0.3932
14fe69db03425780	drivor_action_best_after	scored	51.232	0	51.23	1.0	deadlock	255	< 0.1 m/s for 5 s	419	20	0.0	0	0	0	0	0.5455	15.1494	0.706	1.0	1.0	1.0	1.0	1.0	0.9474	0.7243	0.193	0.4151	0.0	0.3693
17296f6032025ecc	drivor_action_best_before	scored	100.0	1	100.0	1.0	goal_reached	127	goal region entered	128	20	0.0	0	0	0	0	0.4	43.5861	0.8304	1.0	1.0	1.0	1.0	1.0	0.6296	0.7222	0.3148	1.0	0.0	3.4052
17296f6032025ecc	drivor_action_best_after	scored	100.0	1	100.0	1.0	goal_reached	135	goal region entered	136	20	0.0	0	0	0	0	0.4	43.6478	0.8217	1.0	1.0	1.0	1.0	1.0	0.5776	0.6983	0.319	1.0	0.0	3.2094
173369dc059d5fe9	drivor_action_best_before	scored	8.011	0	16.02	0.5	contact_at_fault	64	vru with navsafe_animal	65	8	0.0	0	1	0	0	0.0	21.483	0.7224	0.9825	1.0	1.0	1.0	0.9298	1.0	0.7544	0.1404	0.14	1.0	3.3621
173369dc059d5fe9	drivor_action_best_after	scored	7.597	0	15.19	0.5	contact_at_fault	70	vru with navsafe_animal	71	8	0.0	0	1	0	0	0.3333	20.6669	0.6938	0.9841	1.0	1.0	1.0	0.8571	1.0	0.7778	0.2381	0.1315	1.0	2.963
17b0992157365222	drivor_action_best_before	scored	8.051	0	16.1	0.5	contact_at_fault	54	vru with navsafe_robot_2	55	8	0.0	0	1	0	0	0.0	24.8675	0.6594	0.9787	1.0	1.0	1.0	0.9574	0.4894	0.6596	0.2128	0.1163	1.0	4.6985
17b0992157365222	drivor_action_best_after	scored	8.051	0	16.1	0.5	contact_at_fault	54	vru with navsafe_robot_2	55	8	0.0	0	1	0	0	0.0	24.7809	0.6592	0.9787	1.0	1.0	1.0	0.9574	0.4894	0.6383	0.234	0.1163	1.0	4.6828
17cac31ef9135faf	drivor_action_best_before	scored	99.84	0	100.0	0.998395	goal_reached	197	goal region entered	198	20	0.16	0	0	0	0	0.25	81.0484	0.8251	1.0	0.9944	1.0	1.0	1.0	0.764	0.6517	0.2303	1.0	0.0	4.0934
17cac31ef9135faf	drivor_action_best_after	scored	100.0	1	100.0	1.0	goal_reached	210	goal region entered	211	20	0.0	0	0	0	0	0.1111	84.2859	0.8109	1.0	1.0	1.0	1.0	0.9895	0.7696	0.6283	0.3298	1.0	0.0	3.9946
184c11a8cc875403	drivor_action_best_before	scored	43.847	0	46.62	0.940495	off_drivable	107	off drivable for 0.5 s through frame 107	108	20	5.95	0	0	0	0	0.0	83.3145	0.739	1.0	0.9432	1.0	1.0	1.0	0.9545	0.6818	0.2159	0.4022	0.0	7.8
184c11a8cc875403	drivor_action_best_after	scored	42.639	0	45.6	0.935126	off_drivable	103	off drivable for 0.5 s through frame 103	104	20	6.487	0	0	0	0	0.25	81.2868	0.7395	1.0	0.9405	1.0	1.0	1.0	0.9881	0.6548	0.1667	0.3908	0.0	7.905
18b5995484435fbe	drivor_action_best_before	scored	100.0	1	100.0	1.0	goal_reached	173	goal region entered	174	20	0.0	0	0	0	0	0.2857	50.8214	0.8223	1.0	1.0	1.0	1.0	1.0	1.0	0.7273	0.2532	1.0	0.0	2.9208
18b5995484435fbe	drivor_action_best_after	scored	100.0	1	100.0	1.0	goal_reached	171	goal region entered	172	20	0.0	0	0	0	0	0.2857	49.9963	0.8141	1.0	1.0	1.0	1.0	1.0	1.0	0.7171	0.2303	1.0	0.0	2.9068
190bf8dd22a25d1c	drivor_action_best_before	scored	21.836	0	21.84	1.0	contact_not_at_fault	58	vru with 6dc96d201d955eac	59	20	0.0	0	0	0	0	0.0	30.3158	0.7376	1.0	1.0	1.0	1.0	0.9487	1.0	0.6923	0.2051	0.1251	1.0	5.2616
190bf8dd22a25d1c	drivor_action_best_after	scored	20.811	0	20.81	1.0	contact_not_at_fault	57	vru with 6dc96d201d955eac	58	20	0.0	0	0	0	0	1.0	29.1976	0.7262	1.0	1.0	1.0	1.0	0.8947	1.0	0.7105	0.2368	0.1137	1.0	5.1596
190c8d0cece45af1	drivor_action_best_before	scored	18.063	0	30.1	0.6	contact_at_fault	92	front with ccf34df7b507502b	93	20	0.0	1	0	0	0	0.0	46.4446	0.7111	0.9863	1.0	1.0	1.0	0.8493	0.6986	0.7945	0.3562	0.2402	1.0	5.052
190c8d0cece45af1	drivor_action_best_after	scored	31.635	0	31.63	1.0	contact_not_at_fault	87	rear_end with ccf34df7b507502b	88	20	0.0	0	0	0	0	0.3333	48.367	0.7734	1.0	1.0	1.0	1.0	1.0	0.6912	0.7353	0.3529	0.2568	1.0	5.5575
1961d1075a085a1d	drivor_action_best_before	scored	100.0	1	100.0	1.0	goal_reached	109	goal region entered	110	20	0.0	0	0	0	0	0.0	36.3268	0.8359	1.0	1.0	1.0	1.0	1.0	1.0	0.6	0.2222	1.0	0.0	3.3026
1961d1075a085a1d	drivor_action_best_after	scored	100.0	1	100.0	1.0	goal_reached	130	goal region entered	131	20	0.0	0	0	0	0	0.0	36.2074	0.8318	1.0	1.0	1.0	1.0	1.0	1.0	0.6126	0.2252	1.0	0.0	2.7641
1981a85eb4ba5001	drivor_action_best_before	scored	58.347	0	58.35	1.0	budget_expired	619	t_max 60.0 s elapsed	620	20	0.0	0	0	0	0	0.8333	124.0251	0.7281	1.0	1.0	1.0	1.0	1.0	0.5733	0.85	0.55	0.5589	0.0	2.0071
1981a85eb4ba5001	drivor_action_best_after	scored	56.435	0	56.44	1.0	budget_expired	619	t_max 60.0 s elapsed	620	20	0.0	0	0	0	0	0.9	119.6803	0.7076	1.0	1.0	1.0	1.0	1.0	0.4683	0.8217	0.5083	0.5388	0.0	1.9371
198bc5f3280e52cd	drivor_action_best_before	scored	100.0	1	100.0	1.0	goal_reached	375	goal region entered	376	20	0.0	0	0	0	0	0.4118	144.0248	0.7684	1.0	1.0	1.0	1.0	1.0	0.9382	0.7697	0.4635	1.0	0.0	3.8666
198bc5f3280e52cd	drivor_action_best_after	scored	100.0	1	100.0	1.0	goal_reached	373	goal region entered	374	20	0.0	0	0	0	0	0.4706	144.3041	0.7353	1.0	1.0	1.0	1.0	1.0	0.7401	0.7345	0.4322	1.0	0.0	3.8948
19b85cbca28f5c41	drivor_action_best_before	scored	100.0	1	100.0	1.0	goal_reached	189	goal region entered	190	20	0.0	0	0	0	0	0.875	48.4358	0.8452	1.0	1.0	1.0	1.0	1.0	1.0	0.8882	0.4824	1.0	0.0	2.5932
19b85cbca28f5c41	drivor_action_best_after	scored	100.0	1	100.0	1.0	goal_reached	192	goal region entered	193	20	0.0	0	0	0	0	0.875	48.4356	0.8492	1.0	1.0	1.0	1.0	1.0	1.0	0.9017	0.4913	1.0	0.0	2.5529
1ad96f74e72750db	drivor_action_best_before	scored	100.0	1	100.0	1.0	goal_reached	198	goal region entered	199	20	0.0	0	0	0	0	0.5	62.7251	0.8364	1.0	1.0	1.0	1.0	1.0	0.3911	0.838	0.4637	1.0	0.0	3.1524
1ad96f74e72750db	drivor_action_best_after	scored	100.0	1	100.0	1.0	goal_reached	199	goal region entered	200	20	0.0	0	0	0	0	0.5556	62.3516	0.849	1.0	1.0	1.0	1.0	1.0	0.5056	0.8389	0.45	1.0	0.0	3.1179
1b2b430e151a50ae	drivor_action_best_before	scored	100.0	1	100.0	1.0	goal_reached	386	goal region entered	387	20	0.0	0	0	0	0	0.1111	173.0639	0.7329	1.0	1.0	1.0	1.0	0.9973	0.5422	0.6621	0.2289	1.0	0.0	4.4728
1b2b430e151a50ae	drivor_action_best_after	scored	100.0	1	100.0	1.0	goal_reached	381	goal region entered	382	20	0.0	0	0	0	0	0.0556	173.07	0.7403	1.0	1.0	1.0	1.0	1.0	0.5746	0.663	0.2459	1.0	0.0	4.5315
1bdfacbfcff75c27	drivor_action_best_before	scored	12.293	0	13.38	0.918585	off_drivable	56	off drivable for 0.5 s through frame 56	57	8	8.142	0	0	0	0	0.0	24.0459	0.7679	1.0	0.898	1.0	1.0	1.0	1.0	0.6327	0.2449	0.1275	0.0	4.238
1bdfacbfcff75c27	drivor_action_best_after	scored	12.668	0	13.79	0.918884	off_drivable	56	off drivable for 0.5 s through frame 56	57	8	8.112	0	0	0	0	0.0	24.0235	0.7628	1.0	0.898	1.0	1.0	1.0	1.0	0.6122	0.2245	0.1316	0.0	4.2341
1bf45a481f1d52e3	drivor_action_best_before	scored	100.0	1	100.0	1.0	goal_reached	346	goal region entered	347	20	0.0	0	0	0	0	0.25	166.8874	0.8085	1.0	1.0	1.0	1.0	1.0	0.8532	0.682	0.3456	1.0	0.0	4.8094
1bf45a481f1d52e3	drivor_action_best_after	scored	56.264	0	56.26	1.0	contact_not_at_fault	181	rear_end with 6d1e56f30fff5807	182	20	0.0	0	0	0	0	0.25	94.5363	0.8177	1.0	1.0	1.0	1.0	0.9938	0.7654	0.6543	0.3519	0.562	1.0	5.1943
1c064ec24fa15900	drivor_action_best_before	scored	87.688	0	88.16	0.994655	off_drivable	265	off drivable for 0.5 s through frame 265	266	20	0.535	0	0	0	0	0.3333	94.9449	0.7963	1.0	0.9797	1.0	1.0	1.0	0.7236	0.7236	0.3049	0.8728	0.0	3.5745
1c064ec24fa15900	drivor_action_best_after	scored	87.674	0	87.67	1.0	off_drivable	223	off drivable for 0.5 s through frame 223	224	20	0.0	0	0	0	0	0.2	98.6507	0.794	1.0	0.9755	1.0	1.0	1.0	0.7892	0.6275	0.1961	0.8677	0.0	4.4101
1ceec301ab6552b1	drivor_action_best_before	scored	100.0	1	100.0	1.0	goal_reached	268	goal region entered	269	20	0.0	0	0	0	0	0.5	177.4268	0.7953	1.0	1.0	1.0	1.0	1.0	0.5582	0.6667	0.2851	1.0	0.0	6.5963
1ceec301ab6552b1	drivor_action_best_after	scored	100.0	1	100.0	1.0	goal_reached	284	goal region entered	285	20	0.0	0	0	0	0	0.4615	177.0821	0.7488	1.0	1.0	1.0	1.0	1.0	0.2755	0.6528	0.2642	1.0	0.0	6.2138
