token	leaf	recipe	metric	best_before_lqr	best_after_lqr	best_before_pp	best_after_pp	drivor_pp	hist_seed_0	hist_seed_1	hist_seed_1024
1e9350ac2bc25f59	C-7	C-7	extended_comfort	0.7845	0.8182	0.2818	0.4568	0.2609	0.7377	0.6845	0.7377
1e9350ac2bc25f59	C-7	C-7	ego_progress	0.1793	0.1793	1.0	0.1793	1.0	0.1793	0.4115	0.1793
1e9350ac2bc25f59	C-7	C-7	collision_count	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1e9350ac2bc25f59	C-7	C-7	avg_speed	2.1763	2.1334	4.3605	2.2006	3.8144	2.6893	2.0948	2.6893
20cc0fdb7e2d5c3f	R-2	R-2	DS	100.0	100.0	31.025	31.28	44.033	100.0	4.395	100.0
20cc0fdb7e2d5c3f	R-2	R-2	success	1	1	0	0	0	1	0	1
20cc0fdb7e2d5c3f	R-2	R-2	RC_pct	100.0	100.0	62.05	62.56	44.03	100.0	8.79	100.0
20cc0fdb7e2d5c3f	R-2	R-2	penalty	1.0	1.0	0.5	0.5	1.0	1.0	0.5	1.0
20cc0fdb7e2d5c3f	R-2	R-2	termination	goal_reached	goal_reached	contact_at_fault	contact_at_fault	off_drivable	goal_reached	contact_at_fault	goal_reached
20cc0fdb7e2d5c3f	R-2	R-2	term_frame	269	266	167	174	150	309	21	309
20cc0fdb7e2d5c3f	R-2	R-2	detail	goal region entered	goal region entered	vru with bd69349498e35f50	vru with bd69349498e35f50	off drivable for 0.5 s through frame 150	goal region entered	vru with navsafe_cyclist_1	goal region entered
20cc0fdb7e2d5c3f	R-2	R-2	frames	270	267	168	175	151	310	22	310
20cc0fdb7e2d5c3f	R-2	R-2	warmup	8	8	8	8	8	8	8	8
20cc0fdb7e2d5c3f	R-2	R-2	off_route_pct	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20cc0fdb7e2d5c3f	R-2	R-2	coll_vehicle	0	0	0	0	0	0	0	0
20cc0fdb7e2d5c3f	R-2	R-2	coll_ped	0	0	1	1	0	0	1	0
20cc0fdb7e2d5c3f	R-2	R-2	coll_layout	0	0	0	0	0	0	0	0
20cc0fdb7e2d5c3f	R-2	R-2	red_light	0	0	0	0	0	0	0	0
20cc0fdb7e2d5c3f	R-2	R-2	comfort	0.9231	0.9167	0.375	0.5	0.0	0.8667	1.0	0.8667
20cc0fdb7e2d5c3f	R-2	R-2	route_completion	146.1179	145.9244	91.434	91.7981	64.9715	145.6723	12.7526	145.6723
20cc0fdb7e2d5c3f	R-2	R-2	epdms	0.8207	0.8259	0.7084	0.7406	0.7549	0.8453	0.6696	0.8453
20cc0fdb7e2d5c3f	R-2	R-2	no_at_fault_collisions	1.0	1.0	0.9938	0.994	1.0	1.0	0.9286	1.0
20cc0fdb7e2d5c3f	R-2	R-2	drivable_area_compliance	1.0	1.0	1.0	1.0	0.965	1.0	1.0	1.0
20cc0fdb7e2d5c3f	R-2	R-2	driving_direction_compliance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
20cc0fdb7e2d5c3f	R-2	R-2	traffic_light_compliance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
20cc0fdb7e2d5c3f	R-2	R-2	time_to_collision_within_bound	1.0	1.0	0.9313	0.9341	1.0	1.0	0.2143	1.0
20cc0fdb7e2d5c3f	R-2	R-2	lane_keeping	0.6183	0.668	0.7063	0.8503	0.8741	0.8046	1.0	0.8046
20cc0fdb7e2d5c3f	R-2	R-2	history_comfort	0.9847	0.9846	0.6188	0.6407	0.6503	0.9503	1.0	0.9503
20cc0fdb7e2d5c3f	R-2	R-2	extended_comfort	0.7214	0.722	0.2938	0.3234	0.4615	0.6656	0.7143	0.6656
20cc0fdb7e2d5c3f	R-2	R-2	ego_progress	1.0	1.0	0.6039	0.6092	0.4178	1.0	0.0539	1.0
20cc0fdb7e2d5c3f	R-2	R-2	collision_count	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0
20cc0fdb7e2d5c3f	R-2	R-2	avg_speed	5.4328	5.4866	5.4763	5.2781	4.3404	4.7174	6.0547	4.7174
225eb6e22af55972	R-4	R-4	DS	17.212	17.443	17.899	17.443	15.79	15.79	68.042	15.79
225eb6e22af55972	R-4	R-4	success	0	0	0	0	0	0	0	0
225eb6e22af55972	R-4	R-4	RC_pct	49.18	49.84	51.14	49.84	45.11	45.11	100.0	45.11
225eb6e22af55972	R-4	R-4	penalty	0.35	0.35	0.35	0.35	0.35	0.35	0.680416	0.35
225eb6e22af55972	R-4	R-4	termination	contact_at_fault	contact_at_fault	contact_at_fault	contact_at_fault	contact_at_fault	contact_at_fault	off_drivable	contact_at_fault
225eb6e22af55972	R-4	R-4	term_frame	72	73	66	62	59	60	360	60
225eb6e22af55972	R-4	R-4	detail	vru with navsafe_animal	vru with navsafe_animal	vru with navsafe_animal	vru with navsafe_animal	vru with navsafe_animal	vru with navsafe_animal	off drivable for 0.5 s through frame 360	vru with navsafe_animal
225eb6e22af55972	R-4	R-4	frames	73	74	67	63	60	61	361	61
225eb6e22af55972	R-4	R-4	warmup	8	8	8	8	8	8	8	8
225eb6e22af55972	R-4	R-4	off_route_pct	0.0	0.0	0.0	0.0	0.0	0.0	2.798	0.0
225eb6e22af55972	R-4	R-4	coll_vehicle	0	0	0	0	0	0	0	0
225eb6e22af55972	R-4	R-4	coll_ped	1	1	1	1	1	1	0	1
225eb6e22af55972	R-4	R-4	coll_layout	0	0	0	0	0	0	0	0
225eb6e22af55972	R-4	R-4	red_light	1	1	1	1	1	1	1	1
225eb6e22af55972	R-4	R-4	comfort	1.0	1.0	0.5	0.5	0.0	1.0	0.7647	1.0
225eb6e22af55972	R-4	R-4	route_completion	15.3085	15.6167	15.8855	15.621	14.015	14.0163	153.8453	14.0163
225eb6e22af55972	R-4	R-4	epdms	0.9067	0.9261	0.8294	0.8125	0.8702	0.9045	0.873	0.9045
225eb6e22af55972	R-4	R-4	no_at_fault_collisions	0.9846	0.9848	0.9831	0.9818	0.9808	0.9811	1.0	0.9811
225eb6e22af55972	R-4	R-4	drivable_area_compliance	1.0	1.0	1.0	1.0	1.0	1.0	0.9858	1.0
225eb6e22af55972	R-4	R-4	driving_direction_compliance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
225eb6e22af55972	R-4	R-4	traffic_light_compliance	0.9846	0.9848	0.9831	0.9818	0.9808	0.9811	0.9972	0.9811
225eb6e22af55972	R-4	R-4	time_to_collision_within_bound	0.9077	0.9545	0.9661	0.9636	0.9231	0.9057	1.0	0.9057
225eb6e22af55972	R-4	R-4	lane_keeping	1.0	1.0	1.0	1.0	1.0	1.0	0.4986	1.0
225eb6e22af55972	R-4	R-4	history_comfort	1.0	1.0	0.6271	0.6	0.6923	0.9811	0.9688	0.9811
225eb6e22af55972	R-4	R-4	extended_comfort	0.6923	0.7121	0.2881	0.2182	0.6154	0.6792	0.6742	0.6792
225eb6e22af55972	R-4	R-4	ego_progress	0.4912	0.4978	0.5108	0.4978	0.4505	0.4505	0.9997	0.4505
225eb6e22af55972	R-4	R-4	collision_count	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
225eb6e22af55972	R-4	R-4	avg_speed	2.0974	2.1107	2.3713	2.4799	2.3362	2.2981	4.2617	2.2981
238f1cddb9415996	C-4	-	DS	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
238f1cddb9415996	C-4	-	success	1	1	1	1	1	1	1	1
238f1cddb9415996	C-4	-	RC_pct	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
238f1cddb9415996	C-4	-	penalty	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
238f1cddb9415996	C-4	-	termination	goal_reached	goal_reached	goal_reached	goal_reached	goal_reached	goal_reached	goal_reached	goal_reached
238f1cddb9415996	C-4	-	term_frame	207	216	213	226	380	415	421	415
238f1cddb9415996	C-4	-	detail	goal region entered	goal region entered	goal region entered	goal region entered	goal region entered	goal region entered	goal region entered	goal region entered
238f1cddb9415996	C-4	-	frames	208	217	214	227	381	416	422	416
238f1cddb9415996	C-4	-	warmup	20	20	20	20	20	20	20	20
238f1cddb9415996	C-4	-	off_route_pct	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
238f1cddb9415996	C-4	-	coll_vehicle	0	0	0	0	0	0	0	0
238f1cddb9415996	C-4	-	coll_ped	0	0	0	0	0	0	0	0
238f1cddb9415996	C-4	-	coll_layout	0	0	0	0	0	0	0	0
238f1cddb9415996	C-4	-	red_light	0	0	0	0	0	0	0	0
238f1cddb9415996	C-4	-	comfort	0.7778	0.7778	0.1111	0.2	0.0	0.7895	0.75	0.7895
238f1cddb9415996	C-4	-	route_completion	144.7931	144.9999	144.7065	144.8498	144.9214	144.9504	144.7964	144.9504
238f1cddb9415996	C-4	-	epdms	0.9507	0.9495	0.8651	0.8195	0.6904	0.8045	0.8188	0.8045
238f1cddb9415996	C-4	-	no_at_fault_collisions	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
238f1cddb9415996	C-4	-	drivable_area_compliance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
238f1cddb9415996	C-4	-	driving_direction_compliance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
238f1cddb9415996	C-4	-	traffic_light_compliance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
238f1cddb9415996	C-4	-	time_to_collision_within_bound	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
238f1cddb9415996	C-4	-	lane_keeping	1.0	1.0	1.0	0.6957	0.2299	0.6465	0.6244	0.6465
238f1cddb9415996	C-4	-	history_comfort	0.984	0.9848	0.6804	0.6715	0.6343	0.9545	0.9652	0.9545
238f1cddb9415996	C-4	-	extended_comfort	0.6436	0.6599	0.2784	0.2899	0.4238	0.6641	0.6542	0.6641
238f1cddb9415996	C-4	-	ego_progress	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
238f1cddb9415996	C-4	-	collision_count	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
238f1cddb9415996	C-4	-	avg_speed	6.9991	6.7183	6.7988	6.4158	3.8244	3.5033	3.4499	3.5033
273f424fa2fc55ad	C-3	-	DS	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
273f424fa2fc55ad	C-3	-	success	1	1	1	1	1	1	1	1
273f424fa2fc55ad	C-3	-	RC_pct	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
273f424fa2fc55ad	C-3	-	penalty	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
273f424fa2fc55ad	C-3	-	termination	goal_reached	goal_reached	goal_reached	goal_reached	goal_reached	goal_reached	goal_reached	goal_reached
273f424fa2fc55ad	C-3	-	term_frame	352	343	360	354	378	336	336	336
273f424fa2fc55ad	C-3	-	detail	goal region entered	goal region entered	goal region entered	goal region entered	goal region entered	goal region entered	goal region entered	goal region entered
273f424fa2fc55ad	C-3	-	frames	353	344	361	355	379	337	337	337
273f424fa2fc55ad	C-3	-	warmup	20	20	20	20	20	20	20	20
273f424fa2fc55ad	C-3	-	off_route_pct	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
273f424fa2fc55ad	C-3	-	coll_vehicle	0	0	0	0	0	0	0	0
273f424fa2fc55ad	C-3	-	coll_ped	0	0	0	0	0	0	0	0
273f424fa2fc55ad	C-3	-	coll_layout	0	0	0	0	0	0	0	0
273f424fa2fc55ad	C-3	-	red_light	0	0	0	0	0	0	0	0
273f424fa2fc55ad	C-3	-	comfort	1.0	1.0	0.8235	0.8125	0.0	0.9333	0.9333	0.9333
273f424fa2fc55ad	C-3	-	route_completion	95.7634	95.5831	95.6822	95.5879	95.6175	95.5863	95.5863	95.5863
273f424fa2fc55ad	C-3	-	epdms	0.8491	0.8383	0.7615	0.7683	0.7418	0.8631	0.8631	0.8631
273f424fa2fc55ad	C-3	-	no_at_fault_collisions	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
273f424fa2fc55ad	C-3	-	drivable_area_compliance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
273f424fa2fc55ad	C-3	-	driving_direction_compliance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
273f424fa2fc55ad	C-3	-	traffic_light_compliance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
273f424fa2fc55ad	C-3	-	time_to_collision_within_bound	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
273f424fa2fc55ad	C-3	-	lane_keeping	0.7267	0.6543	0.5836	0.5612	1.0	1.0	1.0	1.0
273f424fa2fc55ad	C-3	-	history_comfort	0.997	0.9969	0.8798	0.8866	0.7047	0.9937	0.9937	0.9937
273f424fa2fc55ad	C-3	-	extended_comfort	0.7748	0.7654	0.5044	0.5433	0.1393	0.6719	0.6719	0.6719
273f424fa2fc55ad	C-3	-	ego_progress	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
273f424fa2fc55ad	C-3	-	collision_count	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
273f424fa2fc55ad	C-3	-	avg_speed	2.735	2.8013	2.6722	2.7147	2.5435	2.8596	2.8596	2.8596
2bd04a0902095129	C-10	C-10	DS	22.4	22.442	54.79	46.542	31.956	22.553	29.534	22.553
2bd04a0902095129	C-10	C-10	success	0	0	0	0	0	0	0	0
2bd04a0902095129	C-10	C-10	RC_pct	23.16	23.16	57.8	48.89	34.95	23.16	30.2	23.16
2bd04a0902095129	C-10	C-10	penalty	0.967055	0.968873	0.947983	0.951889	0.914221	0.973639	0.978054	0.973639
2bd04a0902095129	C-10	C-10	termination	off_drivable	off_drivable	off_drivable	off_drivable	off_drivable	off_drivable	off_drivable	off_drivable
2bd04a0902095129	C-10	C-10	term_frame	82	82	163	142	119	122	188	122
2bd04a0902095129	C-10	C-10	detail	off drivable for 0.5 s through frame 82	off drivable for 0.5 s through frame 82	off drivable for 0.5 s through frame 163	off drivable for 0.5 s through frame 142	off drivable for 0.5 s through frame 119	off drivable for 0.5 s through frame 122	off drivable for 0.5 s through frame 188	off drivable for 0.5 s through frame 122
2bd04a0902095129	C-10	C-10	frames	83	83	164	143	120	123	189	123
2bd04a0902095129	C-10	C-10	warmup	20	20	20	20	20	20	20	20
2bd04a0902095129	C-10	C-10	off_route_pct	3.295	3.113	5.202	4.811	8.578	2.636	2.195	2.636
2bd04a0902095129	C-10	C-10	coll_vehicle	0	0	0	0	0	0	0	0
2bd04a0902095129	C-10	C-10	coll_ped	0	0	0	0	0	0	0	0
2bd04a0902095129	C-10	C-10	coll_layout	0	0	0	0	0	0	0	0
2bd04a0902095129	C-10	C-10	red_light	0	0	0	0	0	0	0	0
2bd04a0902095129	C-10	C-10	comfort	1.0	1.0	0.4286	0.3333	0.0	1.0	1.0	1.0
2bd04a0902095129	C-10	C-10	route_completion	33.7004	33.7704	80.4466	67.226	48.9077	33.676	42.4477	33.676
2bd04a0902095129	C-10	C-10	epdms	0.8065	0.8175	0.7204	0.731	0.7185	0.753	0.7356	0.753
2bd04a0902095129	C-10	C-10	no_at_fault_collisions	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
2bd04a0902095129	C-10	C-10	drivable_area_compliance	0.9206	0.9206	0.9653	0.9593	0.95	0.9515	0.9704	0.9515
2bd04a0902095129	C-10	C-10	driving_direction_compliance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
2bd04a0902095129	C-10	C-10	traffic_light_compliance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
2bd04a0902095129	C-10	C-10	time_to_collision_within_bound	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
2bd04a0902095129	C-10	C-10	lane_keeping	1.0	1.0	0.6875	0.7967	0.95	0.8835	0.9763	0.8835
2bd04a0902095129	C-10	C-10	history_comfort	1.0	1.0	0.6875	0.6667	0.67	0.9806	0.9822	0.9806
2bd04a0902095129	C-10	C-10	extended_comfort	0.6667	0.746	0.3264	0.2683	0.49	0.7184	0.6923	0.7184
2bd04a0902095129	C-10	C-10	ego_progress	0.1564	0.1564	0.5346	0.4374	0.2852	0.1564	0.2332	0.1564
2bd04a0902095129	C-10	C-10	collision_count	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2bd04a0902095129	C-10	C-10	avg_speed	4.1323	4.1407	4.9417	4.7429	4.1254	2.7865	2.2775	2.7865
32d85d373126537e	V-11	V-11	DS	20.807	20.382	14.267	15.148	33.65	11.445	8.994	11.445
32d85d373126537e	V-11	V-11	success	0	0	0	0	0	0	0	0
32d85d373126537e	V-11	V-11	RC_pct	34.68	33.97	33.97	36.07	48.52	27.25	21.41	27.25
32d85d373126537e	V-11	V-11	penalty	0.6	0.6	0.42	0.42	0.693577	0.42	0.42	0.42
32d85d373126537e	V-11	V-11	termination	contact_at_fault	contact_at_fault	contact_at_fault	contact_at_fault	off_drivable	contact_at_fault	contact_at_fault	contact_at_fault
32d85d373126537e	V-11	V-11	term_frame	84	85	85	84	110	59	58	59
32d85d373126537e	V-11	V-11	detail	front with 24b04352f230540d	front with 24b04352f230540d	front with 24b04352f230540d	front with 24b04352f230540d	off drivable for 0.5 s through frame 110	front with 80dd16995968557b	front with 80dd16995968557b	front with 80dd16995968557b
32d85d373126537e	V-11	V-11	frames	85	86	86	85	111	60	59	60
32d85d373126537e	V-11	V-11	warmup	20	20	20	20	20	20	20	20
32d85d373126537e	V-11	V-11	off_route_pct	0.0	0.0	0.0	0.0	0.918	0.0	0.0	0.0
32d85d373126537e	V-11	V-11	coll_vehicle	1	1	1	1	0	1	1	1
32d85d373126537e	V-11	V-11	coll_ped	0	0	0	0	0	0	0	0
32d85d373126537e	V-11	V-11	coll_layout	0	0	0	0	0	0	0	0
32d85d373126537e	V-11	V-11	red_light	0	0	1	1	1	1	1	1
32d85d373126537e	V-11	V-11	comfort	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0
32d85d373126537e	V-11	V-11	route_completion	16.86	16.4251	16.154	17.271	32.078	13.1004	12.5133	13.1004
32d85d373126537e	V-11	V-11	epdms	0.9183	0.9072	0.804	0.7962	0.7912	0.9	0.875	0.9
32d85d373126537e	V-11	V-11	no_at_fault_collisions	0.9846	0.9848	0.9848	0.9846	1.0	0.975	0.9744	0.975
32d85d373126537e	V-11	V-11	drivable_area_compliance	1.0	1.0	1.0	1.0	0.9451	1.0	1.0	1.0
32d85d373126537e	V-11	V-11	driving_direction_compliance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
32d85d373126537e	V-11	V-11	traffic_light_compliance	1.0	1.0	0.9848	0.9846	0.989	0.975	0.9744	0.975
32d85d373126537e	V-11	V-11	time_to_collision_within_bound	0.8769	0.8636	0.8485	0.8308	1.0	0.975	0.9231	0.975
32d85d373126537e	V-11	V-11	lane_keeping	1.0	1.0	1.0	1.0	0.7143	1.0	1.0	1.0
32d85d373126537e	V-11	V-11	history_comfort	0.9846	0.9848	0.6212	0.6615	0.5824	0.975	0.9487	0.975
32d85d373126537e	V-11	V-11	extended_comfort	0.7538	0.6818	0.3333	0.3077	0.4505	0.625	0.5897	0.625
32d85d373126537e	V-11	V-11	ego_progress	0.3441	0.337	0.337	0.358	0.4828	0.2696	0.2116	0.2696
32d85d373126537e	V-11	V-11	collision_count	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
32d85d373126537e	V-11	V-11	avg_speed	1.9835	1.9099	1.8784	2.0319	2.8899	2.1834	2.1209	2.1834
3a5278b27c87565f	V-9	-	DS	100.0	100.0	100.0	100.0	79.953	100.0	100.0	100.0
3a5278b27c87565f	V-9	-	success	1	1	1	1	0	1	1	1
3a5278b27c87565f	V-9	-	RC_pct	100.0	100.0	100.0	100.0	80.18	100.0	100.0	100.0
3a5278b27c87565f	V-9	-	penalty	1.0	1.0	1.0	1.0	0.997219	1.0	1.0	1.0
3a5278b27c87565f	V-9	-	termination	goal_reached	goal_reached	goal_reached	goal_reached	off_drivable	goal_reached	goal_reached	goal_reached
3a5278b27c87565f	V-9	-	term_frame	318	354	278	268	237	265	273	265
3a5278b27c87565f	V-9	-	detail	goal region entered	goal region entered	goal region entered	goal region entered	off drivable for 0.5 s through frame 237	goal region entered	goal region entered	goal region entered
3a5278b27c87565f	V-9	-	frames	319	355	279	269	238	266	274	266
3a5278b27c87565f	V-9	-	warmup	20	20	20	20	20	20	20	20
3a5278b27c87565f	V-9	-	off_route_pct	0.0	0.0	0.0	0.0	0.278	0.0	0.0	0.0
3a5278b27c87565f	V-9	-	coll_vehicle	0	0	0	0	0	0	0	0
3a5278b27c87565f	V-9	-	coll_ped	0	0	0	0	0	0	0	0
3a5278b27c87565f	V-9	-	coll_layout	0	0	0	0	0	0	0	0
3a5278b27c87565f	V-9	-	red_light	0	0	0	0	0	0	0	0
3a5278b27c87565f	V-9	-	comfort	0.7143	0.6875	0.0833	0.0	0.0	0.9167	0.8333	0.9167
3a5278b27c87565f	V-9	-	route_completion	107.9693	107.7134	108.3166	107.7076	88.1361	107.9512	107.6976	107.9512
3a5278b27c87565f	V-9	-	epdms	0.8595	0.8694	0.7853	0.7716	0.7848	0.8672	0.8528	0.8672
3a5278b27c87565f	V-9	-	no_at_fault_collisions	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
3a5278b27c87565f	V-9	-	drivable_area_compliance	1.0	1.0	1.0	1.0	0.9771	1.0	1.0	1.0
3a5278b27c87565f	V-9	-	driving_direction_compliance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
3a5278b27c87565f	V-9	-	traffic_light_compliance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
3a5278b27c87565f	V-9	-	time_to_collision_within_bound	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
3a5278b27c87565f	V-9	-	lane_keeping	0.9431	0.9791	0.834	0.7068	0.9312	0.9553	0.7126	0.9553
3a5278b27c87565f	V-9	-	history_comfort	0.9766	0.9672	0.6525	0.6586	0.6193	0.9715	0.9646	0.9715
3a5278b27c87565f	V-9	-	extended_comfort	0.6856	0.6687	0.3514	0.3614	0.5229	0.6585	0.6732	0.6585
3a5278b27c87565f	V-9	-	ego_progress	1.0	1.0	1.0	1.0	0.8011	1.0	1.0	1.0
3a5278b27c87565f	V-9	-	collision_count	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3a5278b27c87565f	V-9	-	avg_speed	3.3846	3.0342	3.8823	4.004	3.7032	4.0583	3.9306	4.0583
3d324bda0cec57ab	V-2	-	DS	100.0	24.438	100.0	100.0	53.059	100.0	100.0	100.0
3d324bda0cec57ab	V-2	-	success	1	0	1	1	0	1	1	1
3d324bda0cec57ab	V-2	-	RC_pct	100.0	40.73	100.0	100.0	88.43	100.0	100.0	100.0
3d324bda0cec57ab	V-2	-	penalty	1.0	0.6	1.0	1.0	0.6	1.0	1.0	1.0
3d324bda0cec57ab	V-2	-	termination	goal_reached	contact_at_fault	goal_reached	goal_reached	contact_at_fault	goal_reached	goal_reached	goal_reached
3d324bda0cec57ab	V-2	-	term_frame	219	77	222	232	243	276	242	276
3d324bda0cec57ab	V-2	-	detail	goal region entered	front with 924ac4bac5205fd1	goal region entered	goal region entered	front with c0f447221a555e69	goal region entered	goal region entered	goal region entered
3d324bda0cec57ab	V-2	-	frames	220	78	223	233	244	277	243	277
3d324bda0cec57ab	V-2	-	warmup	20	20	20	20	20	20	20	20
3d324bda0cec57ab	V-2	-	off_route_pct	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3d324bda0cec57ab	V-2	-	coll_vehicle	0	1	0	0	1	0	0	0
3d324bda0cec57ab	V-2	-	coll_ped	0	0	0	0	0	0	0	0
3d324bda0cec57ab	V-2	-	coll_layout	0	0	0	0	0	0	0	0
3d324bda0cec57ab	V-2	-	red_light	0	0	0	0	0	0	0	0
3d324bda0cec57ab	V-2	-	comfort	0.8	1.0	0.0	0.0	0.0	0.9167	0.5455	0.9167
3d324bda0cec57ab	V-2	-	route_completion	100.6542	41.303	100.6253	100.5132	90.7819	100.5423	100.5249	100.5423
3d324bda0cec57ab	V-2	-	epdms	0.7738	0.7756	0.7467	0.7443	0.6525	0.7482	0.8051	0.7482
3d324bda0cec57ab	V-2	-	no_at_fault_collisions	1.0	0.9828	1.0	1.0	0.9955	1.0	1.0	1.0
3d324bda0cec57ab	V-2	-	drivable_area_compliance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
3d324bda0cec57ab	V-2	-	driving_direction_compliance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
3d324bda0cec57ab	V-2	-	traffic_light_compliance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
3d324bda0cec57ab	V-2	-	time_to_collision_within_bound	0.975	0.7759	1.0	0.9906	0.933	1.0	0.9955	1.0
3d324bda0cec57ab	V-2	-	lane_keeping	0.2	0.6897	0.5517	0.6009	0.2902	0.1984	0.6457	0.1984
3d324bda0cec57ab	V-2	-	history_comfort	0.975	1.0	0.6798	0.6432	0.6384	0.9611	0.9552	0.9611
3d324bda0cec57ab	V-2	-	extended_comfort	0.64	0.6724	0.2956	0.2864	0.4241	0.6265	0.6368	0.6265
3d324bda0cec57ab	V-2	-	ego_progress	1.0	0.3215	1.0	1.0	0.8617	1.0	1.0	1.0
3d324bda0cec57ab	V-2	-	collision_count	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
3d324bda0cec57ab	V-2	-	avg_speed	4.6018	5.3703	4.5386	4.339	3.7445	3.6508	4.1609	3.6508
42af8e33480d53b3	V-1	-	DS	9.65	9.694	9.867	9.841	100.0	17.887	10.279	17.887
42af8e33480d53b3	V-1	-	success	0	0	0	0	1	0	0	0
42af8e33480d53b3	V-1	-	RC_pct	12.21	12.21	12.61	12.61	100.0	20.57	12.21	20.57
42af8e33480d53b3	V-1	-	penalty	0.790168	0.793825	0.782499	0.780496	1.0	0.869418	0.841687	0.869418
42af8e33480d53b3	V-1	-	termination	off_drivable	off_drivable	off_drivable	off_drivable	goal_reached	off_drivable	off_drivable	off_drivable
42af8e33480d53b3	V-1	-	term_frame	40	40	39	39	288	66	44	66
42af8e33480d53b3	V-1	-	detail	off drivable for 0.5 s through frame 40	off drivable for 0.5 s through frame 40	off drivable for 0.5 s through frame 39	off drivable for 0.5 s through frame 39	goal region entered	off drivable for 0.5 s through frame 66	off drivable for 0.5 s through frame 44	off drivable for 0.5 s through frame 66
42af8e33480d53b3	V-1	-	frames	41	41	40	40	289	67	45	67
42af8e33480d53b3	V-1	-	warmup	20	20	20	20	20	20	20	20
42af8e33480d53b3	V-1	-	off_route_pct	20.983	20.618	21.75	21.95	0.0	13.058	15.831	13.058
42af8e33480d53b3	V-1	-	coll_vehicle	0	0	0	0	0	0	0	0
42af8e33480d53b3	V-1	-	coll_ped	0	0	0	0	0	0	0	0
42af8e33480d53b3	V-1	-	coll_layout	0	0	0	0	0	0	0	0
42af8e33480d53b3	V-1	-	red_light	0	0	0	0	0	0	0	0
42af8e33480d53b3	V-1	-	comfort	1.0	1.0	0.0	0.0	0.2308	1.0	1.0	1.0
42af8e33480d53b3	V-1	-	route_completion	21.8411	21.7865	22.477	22.4926	180.9534	38.4226	22.0491	38.4226
42af8e33480d53b3	V-1	-	epdms	0.7143	0.7083	0.6438	0.6438	0.8489	0.802	0.7356	0.802
42af8e33480d53b3	V-1	-	no_at_fault_collisions	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
42af8e33480d53b3	V-1	-	drivable_area_compliance	0.7619	0.7619	0.75	0.75	1.0	0.8298	0.8	0.8298
42af8e33480d53b3	V-1	-	driving_direction_compliance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
